,log2fc,padj
SHPRH,0.5755397129142237,0.006597068825966134
HAUS2,0.437407222510954,0.006597068825966134
ATP10D,0.45910570736325074,0.006597068825966134
ARHGEF10L,0.42833958566490526,0.006597068825966134
TMEM242,0.4186021105994917,0.006597068825966134
ATP6AP2,0.4350102398894462,0.006597068825966134
SLC29A3,0.4161258513119064,0.006597068825966134
FKTN,0.5571440174837892,0.006597068825966134
AFAP1,0.6708394874570289,0.006597068825966134
TASOR,0.5761146595243503,0.006597068825966134
SLC26A2,0.556983237251119,0.006597068825966134
ZFYVE26,0.40504350896328223,0.006597068825966134
ELK4,0.6360765281573304,0.006597068825966134
TMEM209,0.5510568395445214,0.006600067799826299
ADNP2,0.4767622765406223,0.006600067799826299
AKAP13,0.4395207088066915,0.006600067799826299
CNIH4,0.43047085334849555,0.0066064819866167
TBC1D2B,0.44238417528382445,0.006618573754294719
TNFAIP3,0.49596451927506635,0.006618573754294719
ENSG00000189144,0.5195180855115762,0.006618573754294719
INSR,0.3745239338000417,0.006618573754294719
UBR4,0.4465395708695876,0.006618573754294719
ABCE1,0.5993111239416198,0.006618573754294719
SH3RF1,0.42387453468152136,0.006618573754294719
LRRC8B,0.5773099850223584,0.00662722849202588
LRIG1,0.6451133085578822,0.00662722849202588
TXNRD3,0.295979549374931,0.006639724015219796
GANAB,0.44146418082935046,0.006646367517256195
VDAC2,0.3740572488295735,0.006646367517256195
ZNF818P,0.5989966779460172,0.006646367517256195
ZNF274,0.39204379911234977,0.006646367517256195
DHX15,0.4859711479228572,0.006646367517256195
MTMR4,0.44959824073719545,0.006646367517256195
PDLIM5,0.39658872194037187,0.006646367517256195
PEX7,0.30391461959204813,0.006671944199057263
PPARA,0.5156298767061887,0.006697169555953865
HERC1,0.49358686458348267,0.006697169555953865
RAPGEF6,0.612667433269058,0.006706952584690842
MKKS,0.4617995348860662,0.0067214294960352096
ZNF544,0.5186032813264219,0.0067214294960352096
ZNF234,0.49716860361235016,0.0067214294960352096
ZNF541,0.17479190179874587,0.0067214294960352096
ASB13,0.4346440181084188,0.0067214294960352096
OSBPL1A,0.46412531634643805,0.006727124125512274
JRKL,0.5458236954229347,0.006730185023312658
SECISBP2,0.3674387438835902,0.006735139936521235
ANKIB1,0.578640552063737,0.006735139936521235
DCAF4,0.4951409508237563,0.006735139936521235
MSANTD4,0.5320666936805551,0.006735139936521235
HCCS,0.33833438970147256,0.006743218734722662
TAF1,0.5224265122065734,0.006743218734722662
NFKB1,0.36191192794536065,0.006743218734722662
CHD9,0.5596821613216427,0.006743218734722662
BET1P1,0.31712306070316043,0.006743218734722662
HMGXB4,0.40612785705637844,0.006743837211857353
CAMK2D,0.5764232293979328,0.006743837211857353
MAN2B1,0.31762012552040186,0.006743837211857353
ZBED4,0.47906990300718366,0.006743837211857353
CNDP2,0.3650953674125237,0.006743837211857353
KMT2A,0.5949905770480957,0.006743837211857353
SLC11A2,0.47667790067894034,0.006743837211857353
RNF214,0.46193341417314304,0.006743837211857353
ATAD5,0.47272756208688294,0.00674928608672729
PDIK1L,0.5498689019448539,0.00674928608672729
NLRC4,0.36599899664848135,0.00674928608672729
WDR41,0.43058870304006724,0.00674928608672729
NOTCH2,0.42533289204114677,0.006768518642970223
COG6,0.5422514169502186,0.006771267460880528
TFB2M,0.4861087389704113,0.006796499502708739
ANAPC1,0.5506260305225599,0.006799205864816308
MTOR,0.46166757732058006,0.006799205864816308
MTMR1,0.45110826148632466,0.006799205864816308
GLG1,0.4621737934545367,0.006799205864816308
CS,0.37676437988614087,0.006799205864816308
METTL16,0.5060005121376117,0.006799205864816308
CEP104,0.42645675629486846,0.006799205864816308
HCFC1,0.4454983541466211,0.006804707367449186
MLH1,0.38856224806493067,0.006804707367449186
VCAN,0.5640698828686315,0.006804707367449186
CMC4,0.38116478003951304,0.006804707367449186
LARP4B,0.4456336053332306,0.006818599711628422
ZNF621,0.5619691950481496,0.006818599711628422
PNPO,0.4166849772623058,0.006818599711628422
GBGT1,0.2630365305282649,0.006818599711628422
SETD7,0.48051804400979936,0.006818599711628422
FCF1,0.42220444014865954,0.006818599711628422
ERC1,0.4554305873620912,0.006818599711628422
ZDHHC4,0.3774852909572286,0.006818599711628422
SLC35A1,0.5461502261148206,0.006818599711628422
REV3L,0.5716892720239422,0.006818599711628422
IARS1,0.5527820130416927,0.006818599711628422
PRKAB1,0.38756596632510654,0.006841362365990332
GART,0.4293238771229886,0.006841362365990332
HACD1,0.19598505465730154,0.006841362365990332
GNPTAB,0.5519780785494905,0.006841362365990332
FBXO21,0.49911010675865874,0.006841362365990332
MIMS1,0.4090551946637957,0.006855096780830685
OTUD4,0.5802273372440085,0.006855096780830685
RELCH,0.5580924879808613,0.006855096780830685
ATG10,0.41334922906267657,0.006904458016996812
BAG5,0.45059223521438785,0.006906475800037843
ICE1,0.5615142160937996,0.006906475800037843
SELENOI,0.5154570063856516,0.006906475800037843
ZHX1,0.5172359562230349,0.006906677330178206
CCDC86,0.33878762352970604,0.006906677330178206
LRRC37A4P,0.7748535337951772,0.006919466541234078
SYNE3,0.48899306129457454,0.0069208367452602785
PIWIL4,0.3555588277887791,0.006940169452798388
HAS3,0.2980125517135409,0.006943293246503141
UQCC6,0.37601546131120545,0.006943293246503141
ZNF565,0.4019113377784864,0.006943293246503141
P2RY1,0.34519126255441623,0.006946745548099305
UVSSA,0.4661697191956309,0.006946745548099305
SLC30A5,0.4832354721485803,0.006946745548099305
HEATR1,0.5504706243975939,0.006946745548099305
DYNC1I2,0.40135100931149825,0.006946745548099305
TMEM41A,0.43619242867254826,0.006946745548099305
PARP4,0.4146490886543921,0.006946745548099305
ZNF17,0.4718678915092256,0.006946745548099305
TRIT1,0.4271244674801644,0.006946745548099305
XYLT1,0.44025982291207555,0.006946745548099305
ZNF251,0.5071392897794316,0.006946745548099305
FNIP2,0.4500531709186846,0.006946745548099305
USP53,0.6691738543716208,0.006946745548099305
ZNF347,0.5196544778914189,0.006946745548099305
SMCO4,0.4767789451676321,0.006946745548099305
TMEM62,0.35059709951390916,0.006946745548099305
COG5,0.5341498829070845,0.006946745548099305
SFXN4,0.4995383577192154,0.006946745548099305
INAFM2,0.39907447820673436,0.006946745548099305
GVINP1,0.6736236230597203,0.006946745548099305
KIF16B,0.48875965761747775,0.006946745548099305
CAND1,0.5361216307733558,0.006946745548099305
DDX31,0.4552092434811428,0.006946745548099305
CXCL8,0.9126099752863852,0.006946745548099305
FAM149B1,0.4183713278897847,0.006946745548099305
PAQR8,0.559642628569736,0.006946745548099305
YARS1,0.4024258314538418,0.006946745548099305
NSD1,0.44131220776109803,0.006946745548099305
UST,0.4401518470025394,0.006963931148392367
ZMYM3,0.44961692396996344,0.006963931148392367
EXT2,0.47265586308486984,0.006963931148392367
SEPHS2,0.3664427415948399,0.006963931148392367
STEEP1,0.417436125624171,0.006963931148392367
VPS13B,0.5241747776410639,0.006963931148392367
NUP155,0.47777897705952777,0.006963931148392367
NBPF12,0.4577817124749224,0.006963931148392367
NUBP1,0.3218086549987276,0.006963931148392367
TM2D2,0.42505472177334447,0.006963931148392367
TPRG1,0.5754964077732119,0.006963931148392367
WASHC5,0.3968305988925387,0.006963931148392367
GSR,0.3659764302743378,0.006963931148392367
TOMM20P2,0.38492607161323367,0.006963931148392367
CLTCL1,0.37010857070348235,0.006963931148392367
TMEM268,0.41513581614875594,0.006963931148392367
KDM4A,0.37639858132047266,0.006963931148392367
CYB5R1,0.30155405820510417,0.006963931148392367
DARS2,0.4303851634257856,0.006963931148392367
SMIM7,0.3946116185139914,0.006963931148392367
FBXO45,0.43899916343831347,0.006963931148392367
USP46,0.47342609885267395,0.006963931148392367
TMEM185B,0.4021968302115724,0.006963931148392367
SUCO,0.5577960236038564,0.006963931148392367
DOCK2,0.3756016662686985,0.006977360069555186
NKAPD1,0.49299370597961945,0.006977360069555186
POLR2D,0.4161191631786849,0.006977360069555186
DHX9,0.45334669677987094,0.006977360069555186
FCHSD2,0.41447061422414233,0.006977360069555186
PDP1,0.560484596928922,0.006977360069555186
RPL7L1,0.45354831298161,0.006977360069555186
SCP2,0.43616816890499255,0.006977360069555186
MR1,0.3870146976135702,0.006977360069555186
SEC16A,0.4129805797670114,0.006977360069555186
ACLY,0.4342925002288158,0.006977360069555186
ZSCAN29,0.4536654645174574,0.006977360069555186
DENND4A,0.5158822866357822,0.006977360069555186
CPSF3,0.41463887048381487,0.006977360069555186
TAF5L,0.4267834400975272,0.006977360069555186
CLUAP1,0.5579619000569296,0.006977360069555186
MFAP3,0.515418103661279,0.006977360069555186
ENO1,0.2955965550946935,0.006977360069555186
TPCN1,0.46609009520956857,0.006977360069555186
CYLD,0.47841527124001093,0.006977360069555186
BRI3BP,0.47614823711959087,0.006977360069555186
PAFAH1B1,0.41925553023785156,0.006977360069555186
AP4E1,0.4641838661921107,0.006977360069555186
MYO9A,0.534041102111285,0.006977360069555186
M6PR,0.3678137306089706,0.006977360069555186
PLCXD1,0.5872138664178528,0.006977360069555186
BBS2,0.5524909653557666,0.006981731052845147
C6orf120,0.5126462337903099,0.006981731052845147
DAPK1,0.5300733143179146,0.006981731052845147
RASA1,0.50296072011741,0.006981731052845147
FERRY3,0.4809848264382435,0.006990478494002602
TULP4,0.5120704175072581,0.006990478494002602
